,rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,birthDate,lastName,firstName,date,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
2179,2133,1300,Finance & Investments,Conni Jonsson,62.0,Sweden,Stockholm,Asset management,Finance & Investments,Sweden,1,D,M,7/15/1960 0:00,Jonsson,Conni,4/4/2023 5:01,1960.0,7.0,15.0,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
2180,2133,1300,Finance & Investments,George Joseph,101.0,United States,Los Angeles,Insurance,Finance & Investments,United States,1,D,M,9/11/1921 0:00,Joseph,George,4/4/2023 5:01,1921.0,9.0,11.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2181,2133,1300,Technology,Laurent Junique,57.0,Singapore,Singapore,Call centers,Technology,France,1,U,M,12/1/1965 0:00,Junique,Laurent,4/4/2023 5:01,1965.0,12.0,1.0,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
2182,2133,1300,Diversified,Zbigniew Juroszek & family,60.0,Poland,Cieszyn,"Real estate, gambling",Diversified,Poland,1,U,M,7/7/1962 0:00,Juroszek,Zbigniew,4/4/2023 5:01,1962.0,7.0,7.0,114.11,2.2,592164400688.0,67.8,100.0,77.6,17.4,40.8,37970874.0,51.919438,19.145136
2183,2133,1300,Technology,Alexander Karp,55.0,United States,Palo Alto,Software firm,Technology,United States,1,U,M,10/1/1967 0:00,Karp,Alexander,4/4/2023 5:01,1967.0,10.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2184,2133,1300,Healthcare,Joe Kiani,58.0,United States,Irvine,Medical devices,Healthcare,United States,1,N,M,9/16/1964 0:00,Kiani,Joe,4/4/2023 5:01,1964.0,9.0,16.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2185,2133,1300,Finance & Investments,Seth Klarman,65.0,United States,Chestnut Hill,Investments,Finance & Investments,United States,1,D,M,5/1/1957 0:00,Klarman,Seth,4/4/2023 5:01,1957.0,5.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2186,2133,1300,Technology,Kagemasa Kozuki,82.0,Japan,Tokyo,Video games,Technology,Japan,1,D,M,11/12/1940 0:00,Kozuki,Kagemasa,4/4/2023 5:01,1940.0,11.0,12.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
2187,2133,1300,Technology,Michael Krasny,69.0,United States,Highland Park,Retail,Technology,United States,1,E,M,8/8/1953 0:00,Krasny,Michael,4/4/2023 5:01,1953.0,8.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2188,2133,1300,Technology,Eduard Kucera,70.0,Czech Republic,Prague,Software,Technology,Czech Republic,1,D,M,1/11/1953 0:00,Kucera,Eduard,4/4/2023 5:01,1953.0,1.0,11.0,116.48,2.8,246489245495.0,64.1,100.7,79.0,14.9,46.1,10669709.0,49.817492,15.472962
2189,2133,1300,Finance & Investments,Kristo Käärmann,42.0,United Kingdom,London,"Payments, banking",Finance & Investments,Estonia,1,U,M,9/1/1980 0:00,Käärmann,Kristo,4/4/2023 5:01,1980.0,9.0,1.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
2190,2133,1300,Fashion & Retail,Gary Lauder,60.0,United States,Atherton,Estée Lauder,Fashion & Retail,United States,0,D,M,5/5/1962 0:00,Lauder,Gary,4/4/2023 5:01,1962.0,5.0,5.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2191,2133,1300,Technology,Lee Hae-jin,55.0,South Korea,Seoul,Internet,Technology,South Korea,1,D,M,6/22/1967 0:00,Lee,Hae-jin,4/4/2023 5:01,1967.0,6.0,22.0,115.16,0.4,2029000000000.0,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
2192,2133,1300,Diversified,Art Levinson,73.0,United States,Hillsborough,"Genentech, Apple",Diversified,United States,1,D,M,3/31/1950 0:00,Levinson,Art,4/4/2023 5:01,1950.0,3.0,31.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2193,2133,1300,Food & Beverage,Li Denghai,73.0,China,Laizhou,Seed production,Food & Beverage,China,1,D,M,9/1/1949 0:00,Li,Denghai,4/4/2023 5:01,1949.0,9.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2194,2133,1300,Diversified,Fengluan Li,61.0,China,Ruzhou,"Steel, diversified",Diversified,China,1,E,F,1/1/1962 0:00,Li,Fengluan,4/4/2023 5:01,1962.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2195,2133,1300,Manufacturing,Li Yongqing,58.0,China,Hangzhou,Petro Firbe,Manufacturing,China,1,D,M,6/30/1964 0:00,Li,Yongqing,4/4/2023 5:01,1964.0,6.0,30.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2196,2133,1300,Manufacturing,Li Zhigang,46.0,China,Wuhan,Machinery,Manufacturing,China,1,D,M,6/1/1976 0:00,Li,Zhigang,4/4/2023 5:01,1976.0,6.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2197,2133,1300,Healthcare,Liu Gexin & family,71.0,China,Chengdu,Pharmaceuticals,Healthcare,China,1,R,M,5/12/1951 0:00,Liu,Gexin,4/4/2023 5:01,1951.0,5.0,12.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2198,2133,1300,Food & Beverage,Itamar Locks & family,68.0,Brazil,Rondonopolis,Agribusiness,Food & Beverage,Brazil,0,Split Family Fortune,M,1/1/1955 0:00,Locks,Itamar,4/4/2023 5:01,1955.0,1.0,1.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
2199,2133,1300,Media & Entertainment,Lu Hongyan,45.0,China,Xiamen,Online games,Media & Entertainment,China,1,U,M,5/31/1977 0:00,Lu,Hongyan,4/4/2023 5:01,1977.0,5.0,31.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2200,2133,1300,Healthcare,Lv Jianming,58.0,China,Hangzhou,Medical equipment,Healthcare,Hong Kong,1,D,M,1/1/1965 0:00,Lv,Jianming,4/4/2023 5:01,1965.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2201,2133,1300,Food & Beverage,Blairo Maggi,66.0,Brazil,Cuiaba,Agribusiness,Food & Beverage,Brazil,0,Split Family Fortune,M,5/29/1956 0:00,Maggi,Blairo,4/4/2023 5:01,1956.0,5.0,29.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
2202,2133,1300,Diversified,Yasseen Mansour,61.0,Egypt,Cairo,Diversified,Diversified,Egypt,1,U,M,8/8/1961 0:00,Mansour,Yasseen,4/4/2023 5:01,1961.0,8.0,8.0,288.57,9.2,303175127598.0,35.2,106.3,71.8,12.5,44.4,100388073.0,26.820553,30.802498
2204,2133,1300,Real Estate,George Marcus,81.0,United States,Los Altos Hills,Real estate,Real Estate,United States,1,D,M,8/15/1941 0:00,Marcus,George,4/4/2023 5:01,1941.0,8.0,15.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2205,2133,1300,Healthcare,Yves-Loic Martin,57.0,France,Nantes,Laboratory services,Healthcare,France,1,D,M,1/1/1966 0:00,Martin,Yves-Loic,4/4/2023 5:01,1966.0,1.0,1.0,110.05,1.1,2715518274227.0,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749
2206,2133,1300,Finance & Investments,Carsten Maschmeyer,63.0,Germany,Munich,Finance services,Finance & Investments,Germany,1,U,M,5/8/1959 0:00,Maschmeyer,Carsten,4/4/2023 5:01,1959.0,5.0,8.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
2208,2133,1300,Logistics,Martin Moller Nielsen,58.0,Switzerland,Lugano,Aircraft leasing,Logistics,Denmark,1,E,M,8/1/1964 0:00,Moller Nielsen,Martin,4/4/2023 5:01,1964.0,8.0,1.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
2209,2133,1300,Finance & Investments,Jahm Najafi,60.0,United States,Paradise Valley,Investments,Finance & Investments,United States,1,N,M,3/19/1963 0:00,Najafi,Jahm,4/4/2023 5:01,1963.0,3.0,19.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2210,2133,1300,Finance & Investments,Randal Nardone,67.0,United States,New York,"Investments, energy",Finance & Investments,United States,1,E,M,6/22/1955 0:00,Nardone,Randal,4/4/2023 5:01,1955.0,6.0,22.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2211,2133,1300,Food & Beverage,Nguyen Dang Quang,59.0,Vietnam,Ho Chi Minh City,"Consumer products, banking",Food & Beverage,Vietnam,1,D,M,8/23/1963 0:00,Nguyen,Dang Quang,4/4/2023 5:01,1963.0,8.0,23.0,163.52,2.8,261921244843.0,28.5,110.6,75.3,19.1,37.6,96462106.0,14.058324,108.277199
2212,2133,1300,Gambling & Casinos,Kazuo Okada,80.0,Japan,Tokyo,Casinos,Gambling & Casinos,Japan,1,D,M,10/3/1942 0:00,Okada,Kazuo,4/4/2023 5:01,1942.0,10.0,3.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
2215,2133,1300,Manufacturing,George Pedersen & family,87.0,United States,McLean,Defense contractor,Manufacturing,United States,1,U,M,8/18/1935 0:00,Pedersen,George,4/4/2023 5:01,1935.0,8.0,18.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2216,2133,1300,Fashion & Retail,Qu Miranda,38.0,China,Shanghai,E-commerce,Fashion & Retail,China,1,D,F,1/1/1985 0:00,Qu,Miranda,4/4/2023 5:01,1985.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2217,2133,1300,Real Estate,Jupally Rameshwar Rao,67.0,India,Hyderabad,Real estate,Real Estate,India,1,U,M,9/16/1955 0:00,Rameshwar Rao,Jupally,4/4/2023 5:01,1955.0,9.0,16.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2218,2133,1300,Logistics,G. M. Rao,72.0,India,Bangalore,Infrastructure,Logistics,India,1,D,M,7/1/1950 0:00,Rao,G. M.,4/4/2023 5:01,1950.0,7.0,1.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2219,2133,1300,Healthcare,P.V. Ramprasad Reddy,65.0,India,Hyderabad,Pharmaceuticals,Healthcare,India,1,D,M,3/30/1958 0:00,Reddy,P.V. Ramprasad,4/4/2023 5:01,1958.0,3.0,30.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2220,2133,1300,Healthcare,Satish Reddy,55.0,India,Hyderabad,Pharmaceuticals,Healthcare,India,0,E,M,6/9/1967 0:00,Reddy,Satish,4/4/2023 5:01,1967.0,6.0,9.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2221,2133,1300,Fashion & Retail,Fernando Roig,75.0,Spain,Valencia,Supermarkets,Fashion & Retail,Spain,0,D,M,6/25/1947 0:00,Roig,Fernando,4/4/2023 5:01,1947.0,6.0,25.0,110.96,0.7,1394116310769.0,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922
2222,2133,1300,Diversified,Igor Rotenberg,49.0,Russia,Moscow,"Investments, real estate",Diversified,Russia,1,R,M,5/9/1973 0:00,Rotenberg,Igor,4/4/2023 5:01,1973.0,5.0,9.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2224,2133,1300,Diversified,Deniz Sahenk,77.0,Turkey,Istanbul,Diversified,Diversified,Turkey,0,E,F,8/6/1945 0:00,Sahenk,Deniz,4/4/2023 5:01,1945.0,8.0,6.0,234.44,15.2,754411708203.0,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
2225,2133,1300,Food & Beverage,Nobutada Saji,77.0,Japan,Tokyo,Beverages,Food & Beverage,Japan,0,U,M,11/25/1945 0:00,Saji,Nobutada,4/4/2023 5:01,1945.0,11.0,25.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
2226,2133,1300,Gambling & Casinos,Hajime Satomi,81.0,Japan,Tokyo,"Video games, pachinko",Gambling & Casinos,Japan,1,E,M,1/16/1942 0:00,Satomi,Hajime,4/4/2023 5:01,1942.0,1.0,16.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
2227,2133,1300,Technology,James Scapa,66.0,United States,Atherton,Software,Technology,United States,1,E,M,1/23/1957 0:00,Scapa,James,4/4/2023 5:01,1957.0,1.0,23.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2229,2133,1300,Healthcare,Devi Shetty,70.0,India,Bangalore,Healthcare,Healthcare,India,1,U,M,1/1/1953 0:00,Shetty,Devi,4/4/2023 5:01,1953.0,1.0,1.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2230,2133,1300,Diversified,Albert Shigaboutdinov,70.0,Russia,Kazan,"Refinery, chemicals",Diversified,Russia,1,E,M,11/12/1952 0:00,Shigaboutdinov,Albert,4/4/2023 5:01,1952.0,11.0,12.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2232,2133,1300,Food & Beverage,Denis Shtengelov,50.0,Australia,Gold Coast,"Food, retail",Food & Beverage,Russia,1,N,M,5/14/1972 0:00,Shtengelov,Denis,4/4/2023 5:01,1972.0,5.0,14.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
2233,2133,1300,Manufacturing,Fei Song,56.0,China,Yantai,Machinery,Manufacturing,China,1,D,M,9/12/1966 0:00,Song,Fei,4/4/2023 5:01,1966.0,9.0,12.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2234,2133,1300,Sports,Hal Steinbrenner,54.0,United States,Tampa,Sports,Sports,United States,0,N,M,12/3/1968 0:00,Steinbrenner,Hal,4/4/2023 5:01,1968.0,12.0,3.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2235,2133,1300,Sports,Jessica Steinbrenner,59.0,United States,Tampa,Sports,Sports,United States,0,N,F,3/26/1964 0:00,Steinbrenner,Jessica,4/4/2023 5:01,1964.0,3.0,26.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2236,2133,1300,Sports,Jennifer Steinbrenner Swindal,63.0,United States,Tampa,Sports,Sports,United States,0,N,F,7/28/1959 0:00,Steinbrenner Swindal,Jennifer,4/4/2023 5:01,1959.0,7.0,28.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2237,2133,1300,Metals & Mining,Konstantin Strukov & family,64.0,Russia,Chelyabinsk,"Gold, coal mining",Metals & Mining,Russia,1,R,M,9/10/1958 0:00,Strukov,Konstantin,4/4/2023 5:01,1958.0,9.0,10.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2238,2133,1300,Energy,Rustem Sulteev,69.0,Russia,Kazan,"Refinery, chemicals",Energy,Russia,1,E,M,1/4/1954 0:00,Sulteev,Rustem,4/4/2023 5:01,1954.0,1.0,4.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
2239,2133,1300,Food & Beverage,Clemens Toennies,66.0,Germany,Rheda-Wiedenbrück,Meat processing,Food & Beverage,Germany,1,D,M,5/27/1956 0:00,Toennies,Clemens,4/4/2023 5:01,1956.0,5.0,27.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
2240,2133,1300,Food & Beverage,Robert Toennies,44.0,Germany,Rheda-Wiedenbrück,Meat processing,Food & Beverage,Germany,0,D,M,5/29/1978 0:00,Toennies,Robert,4/4/2023 5:01,1978.0,5.0,29.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
2241,2133,1300,Real Estate,John Van Lieshout,77.0,Australia,Brisbane,Real estate,Real Estate,Australia,1,D,M,1/12/1946 0:00,Van Lieshout,John,4/4/2023 5:01,1946.0,1.0,12.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
2242,2133,1300,Healthcare,Pongsak Viddayakorn,89.0,Thailand,Bangkok,Hospitals,Healthcare,Thailand,1,U,M,3/23/1934 0:00,Viddayakorn,Pongsak,4/4/2023 5:01,1934.0,3.0,23.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
2243,2133,1300,Fashion & Retail,Wang Jianguo,63.0,China,Nanjing,Retail,Fashion & Retail,China,1,D,M,1/1/1960 0:00,Wang,Jianguo,4/4/2023 5:01,1960.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2244,2133,1300,Service,Junjin Wang,54.0,China,Shanghai,Airline,Service,China,1,D,M,12/1/1968 0:00,Wang,Junjin,4/4/2023 5:01,1968.0,12.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2245,2133,1300,Manufacturing,Wang Mingwang,55.0,China,Shenzhen,Electronics components,Manufacturing,China,1,D,M,5/2/1967 0:00,Wang,Mingwang,4/4/2023 5:01,1967.0,5.0,2.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2246,2133,1300,Technology,Wei Lidong & family,47.0,China,Shanghai,Software,Technology,China,1,D,M,1/1/1976 0:00,Wei,Lidong,4/4/2023 5:01,1976.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2248,2133,1300,Manufacturing,Wu Xiaoge,50.0,China,Chengdu,Battery components,Manufacturing,China,1,Split Family Fortune,F,11/1/1972 0:00,Wu,Xiaoge,4/4/2023 5:01,1972.0,11.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2249,2133,1300,Diversified,Wu Xushun & family,74.0,China,Wuhu,Internet,Diversified,China,1,D,M,4/28/1948 0:00,Wu,Xushun,4/4/2023 5:01,1948.0,4.0,28.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2250,2133,1300,Healthcare,Xiong Xiaochuan,57.0,China,Shenzhen,Medical devices,Healthcare,China,1,N,M,1/1/1966 0:00,Xiong,Xiaochuan,4/4/2023 5:01,1966.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2251,2133,1300,Technology,Xu Shaochun,60.0,China,Shenzhen,Software,Technology,China,1,D,M,1/1/1963 0:00,Xu,Shaochun,4/4/2023 5:01,1963.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2252,2133,1300,Technology,Yan Jane & family,53.0,China,Beijing,Software,Technology,China,1,U,F,7/19/1969 0:00,Yan,Jane,4/4/2023 5:01,1969.0,7.0,19.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2253,2133,1300,Manufacturing,Zeng Chaoyi,54.0,China,Changsha,Aluminum products,Manufacturing,China,1,E,M,4/1/1969 0:00,Zeng,Chaoyi,4/4/2023 5:01,1969.0,4.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2254,2133,1300,Service,Peng Zhao,52.0,China,Beijing,Online recruitment,Service,China,1,E,M,1/1/1971 0:00,Zhao,Peng,4/4/2023 5:01,1971.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2256,2133,1300,Metals & Mining,Kostyantin Zhevago,49.0,Ukraine,Kiev,Mining,Metals & Mining,Ukraine,1,E,M,1/7/1974 0:00,Zhevago,Kostyantin,4/4/2023 5:01,1974.0,1.0,7.0,281.66,7.9,153781069118.0,82.7,99.0,71.6,20.1,45.2,44385155.0,48.379433,31.16558
2258,2259,1200,Finance & Investments,Sanjay Agarwal,52.0,India,Jaipur,Banking,Finance & Investments,India,1,E,M,9/8/1970 0:00,Agarwal,Sanjay,4/4/2023 5:01,1970.0,9.0,8.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
2259,2259,1200,Finance & Investments,Hamad bin Jassim bin Jaber Al Thani,63.0,Qatar,Doha,Investments,Finance & Investments,Qatar,0,E,M,10/1/1959 0:00,Al Thani,Hamad bin Jassim bin Jaber,4/4/2023 5:01,1959.0,10.0,1.0,115.38,-0.7,183466208791.0,17.9,103.8,80.1,14.7,11.3,2832067.0,25.354826,51.183884
2260,2259,1200,Diversified,Joao Alves de Queiroz Filho,70.0,Brazil,São Paulo,Pharmaceuticals,Diversified,Brazil,1,U,M,1/1/1953 0:00,Alves de Queiroz Filho,Joao,4/4/2023 5:01,1953.0,1.0,1.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
2261,2259,1200,Metals & Mining,Jose Maria Aristrain,60.0,Switzerland,Gstaad,Steel,Metals & Mining,Spain,0,E,M,11/2/1962 0:00,Aristrain,Jose Maria,4/4/2023 5:01,1962.0,11.0,2.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
2262,2259,1200,Finance & Investments,Michael Arougheti,50.0,United States,Nyack,Finance,Finance & Investments,United States,1,N,M,10/10/1972 0:00,Arougheti,Michael,4/4/2023 5:01,1972.0,10.0,10.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2263,2259,1200,Technology,Tope Awotona,41.0,United States,Atlanta,Software,Technology,United States,1,D,M,4/22/1981 0:00,Awotona,Tope,4/4/2023 5:01,1981.0,4.0,22.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2264,2259,1200,Healthcare,Mehmet Aydinlar,66.0,Turkey,Istanbul,Hospitals,Healthcare,Turkey,1,D,M,7/27/1956 0:00,Aydinlar,Mehmet,4/4/2023 5:01,1956.0,7.0,27.0,234.44,15.2,754411708203.0,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
2265,2259,1200,Real Estate,Danna Azrieli,55.0,Israel,Herzliya,Real estate,Real Estate,Israel,0,D,F,6/3/1967 0:00,Azrieli,Danna,4/4/2023 5:01,1967.0,6.0,3.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
2266,2259,1200,Real Estate,Naomi Azrieli,57.0,Canada,Toronto,Real estate,Real Estate,Canada,0,D,F,9/26/1965 0:00,Azrieli,Naomi,4/4/2023 5:01,1965.0,9.0,26.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
2267,2259,1200,Real Estate,Sharon Azrieli,62.0,Canada,Montreal,Real estate,Real Estate,Canada,0,D,F,8/4/1960 0:00,Azrieli,Sharon,4/4/2023 5:01,1960.0,8.0,4.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
2268,2259,1200,Energy,Bai Houshan,59.0,China,Ningbo,Lithium battery,Energy,China,1,D,M,1/1/1964 0:00,Bai,Houshan,4/4/2023 5:01,1964.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
2269,2259,1200,Finance & Investments,Thomas Bailey,86.0,United States,Aspen,Money management,Finance & Investments,United States,1,E,M,1/1/1937 0:00,Bailey,Thomas,4/4/2023 5:01,1937.0,1.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
2270,2259,1200,Healthcare,Bernhard Braun-Luedicke,46.0,Germany,Melsungen,Medical technology,Healthcare,Germany,0,D,M,1/1/1977 0:00,Braun-Luedicke,Bernhard,4/4/2023 5:01,1977.0,1.0,1.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
2271,2259,1200,Healthcare,Eva Maria Braun-Luedicke,36.0,Germany,Melsungen,Medical technology,Healthcare,Germany,0,D,F,1/1/1987 0:00,Braun-Luedicke,Eva Maria,4/4/2023 5:01,1987.0,1.0,1.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
2272,2259,1200,Healthcare,Friederike Braun-Luedicke,39.0,Germany,Melsungen,Medical technology,Healthcare,Germany,0,E,F,1/1/1984 0:00,Braun-Luedicke,Friederike,4/4/2023 5:01,1984.0,1.0,1.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
2273,2259,1200,Real Estate,Jeffrey Cheah,78.0,Malaysia,Kuala Lumpur,"Property, healthcare",Real Estate,Malaysia,1,D,M,3/30/1945 0:00,Cheah,Jeffrey,4/4/2023 5:01,1945.0,3.0,30.0,121.46,0.7,364701517788.0,45.1,105.3,76.0,12.0,38.7,32447385.0,4.210484,101.975766
2274,2259,1200,Food & Beverage,Chen Xianbao & family,63.0,China,Hefei,Food,Food & Beverage,China,1,D,M,5/19/1959 0:00,Chen,Xianbao,4/4/2023 5:01,1959.0,5.0,19.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
